identifier,statement_code,description,academic_subject,grade_level,statement_type
ebd6a54f-c989-4975-b5bf-7980fe32b18a,DALE-AL.6-8.argumentar.interactivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interactuar con otros (personas y medios) sobre argumentos para...
* fortalecer afirmaciones
* debatir afirmaciones con razonamiento y evidencia clara, relevante y confiable
* producir lenguaje que crea un estilo formal
* crear la lógica y estrategia para el uso de razones y evidencia
* aclarar el uso de textos multimodales y translingüísticos con atención a diversas audiencias
* juzgar las declaraciones hechas por el autor",English Language Arts,"['6', '7', '8']",Standard
ea270bc5-ce95-4842-b944-7d9abf4daa07,DALE-CN.4-5.argumentar.interactivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interactuar con otros (personas y medios) sobre argumentos para...
* contribuir ejemplos de problemas en el mundo natural y el artificial
* asumir posturas basadas en evidencias, datos y/o modelos
* experimentar con el lenguaje que expresa un tono neutral o una postura objetiva
* señalar relaciones lógicas entre razonamientos, evidencias relevantes, datos y/o modelos al generar una postura
* fortalecer fundamentos y seleccionar la mejor evidencia científica
* analizar si soluciones propuestas cumplen con los criterios de diseños científicos",English Language Arts,"['4', '5']",Standard
1410f242-ed70-4480-9eb7-c36d9d8b7122,DALE-SA.K.informar.interactivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interactuar con otros (personas y medios) sobre información para...
* analizar estrategias para localizar información
* comparar mensajes mediante el uso de diferentes tecnologías
* organizar objetos o conceptos
* acordar sobre características, patrones o comportamientos
* aclarar ideas
* intercambiar experiencias de aprendizaje",English Language Arts,['K'],Standard
a4fc98a3-fa42-498b-b28b-20d1687c926e,DALE-MA.4-5.explicar.expresivo,"Las expectativas del lenguaje para explicar: Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán expresar explicaciones para...

* introducir conceptos o entidades
* describir los datos y/o los pasos para resolver un problema
* indicar el razonamiento utilizado para generar una solución
* definir procedimientos y patrones en modelos matemáticos
* dilucidar conceptos abstractos o cuantitativos",English Language Arts,"['4', '5']",Standard
07f9f2dc-8721-422e-85e8-da91913ff876,DALE-MA.2-3.argumentar.interactivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interactuar con otros (personas y medios) sobre argumentos para...
* crear conjeturas basadas en datos o conocimientos previos
* generalizar los puntos en común de diferentes casos
* justificar conclusiones con patrones o reglas simples
* proveer retroalimentación a los argumentos de otros
* criticar el razonamiento matemático de otros
* analizar representaciones numéricas",English Language Arts,"['2', '3']",Standard
bfe18924-9acb-4980-922e-aa8d8692a64e,DALE-SA.4-5.explicar.interpretativo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interpretar explicaciones para...
* reflexionar sobre los procesos que se siguen al aprender
* valorar las consecuencias y efectos que tienen las decisiones que se toman
* generar las primeras ideas sobre diversos temas
* seguir ciclos, secuencias y procedimientos
* determinar las causas y consecuencias de variables, factores y circunstancias cambiantes
* imaginar alternativas para ampliar o profundizar la conciencia de los factores que contribuyen a resultados particulares
* actuar sobre retroalimentación",English Language Arts,"['4', '5']",Standard
06e33498-96a4-47e9-9ddb-1efef3991bed,DALE-MA.4-5.argumentar.expresivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán expresar argumentos para...
* mostrar conjeturas usando definiciones, patrones y reglas
* generalizar los puntos en común y las diferencias entre casos
* justificar conclusiones con patrones o reglas
* contraargumentar los fundamentos de los demás
* justificar el uso estratégico de herramientas
* demostrar el razonamiento y las premisas matemáticas",English Language Arts,"['4', '5']",Standard
906ab792-c5ad-458a-accb-6b9f35eecf0f,DALE-CN.9-12.explicar.interactivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interactuar con otros (personas y medios) sobre explicaciones para...
* interrogar la validez y certeza de evidencia de varias fuentes acerca de fenómenos
* discutir la neutralidad u objetividad de posturas en la comunicación de resultados
* impulsar el razonamiento sobre las relaciones entre variables o componentes de sistemas
* acordar soluciones utilizando conocimientos, evidencias, criterios y/o intercambios científicos
* diseñar soluciones o proveer respuestas a preguntas científicas
* analizar causas y consecuencias en mecanismos",English Language Arts,"['9', '10', '11', '12']",Standard
c6e4a7ac-d4c6-4483-9d2e-dc210ed53b25,DALE-CN.1.explicar.expresivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán expresar explicaciones para...
* describir observaciones y/o datos sobre fenómenos
* elaborar sobre los efectos de una secuencia de eventos
* proponer múltiples soluciones a un problema
* justificar las herramientas y materiales seleccionados para diseñar modelos físicos
* representar patrones que suceden durante fenómenos naturales",English Language Arts,['1'],Standard
fdbcdcce-c724-4bcc-a35f-6290dc7165b2,DALE-CN.2-3.argumentar.interpretativo,"Por medio de su repertorio lingüístico y utilizando
artefactos multimodales, los estudiantes bi/multilingües podrán interpretar argumentos para...
* identificar temas o fenómenos relacionados al mundo natural y/o el artificial
* evaluar afirmaciones usando evidencia relevante
* reconocer tonos neutrales
* señalar relaciones lógicas entre el razonamiento, la evidencia y/o los datos en un modelo
* juzgar las conclusiones sobre observaciones o experimentos
* seleccionar instrumentos en investigaciones",English Language Arts,"['2', '3']",Standard
da643de9-eb19-48cb-805c-aa02f9c698b5,DALE-CS.4-5.argumentar.interactivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interactuar con otros (personas y medios) sobre argumentos para...
* intercambiar información relevante para respaldar afirmaciones con
evidencias recopiladas de múltiples fuentes
* debatir perspectivas
* conectar afirmaciones con razones y opiniones
* defender los temas y propósitos de una posición
* determinar una perspectiva común en las afirmaciones y evidencia de propuestas",English Language Arts,"['4', '5']",Standard
cfc2349f-063f-49e2-89c8-bb78ea14f1ef,DALE-CS.4-5.explicar.expresivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán expresar explicaciones para...
* explorar diferentes puntos de vista sobre situaciones o eventos
* relacionar componentes, orden, causas y consecuencias o ciclos utilizando ejemplos y
detalles relevantes
* generalizar causas y consecuencias probables de situaciones o eventos
* describir los factores o causas principales que contribuyen a eventos o acontecimientos
* sintetizar las opiniones en diferentes fuentes para resolver o apoyar preguntas indispensables",English Language Arts,"['4', '5']",Standard
963c9aac-3f54-46b8-8a17-349132764530,CD.2-12.PF.N5,"Hacia el final de cada nivel de desempeño lingüístico, con los apoyos apropiados, los estudiantes bi/multilingües podrán…Entender y demostrar cómo se crean mensajes precisos (orales, escritos y multimodales) a través de… Un repertorio de palabras y frases interdisciplinarias y específicas usadas con precisión de acuerdo con el contexto.",English Language Arts,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']",Other
fef3099e-b5e8-46b8-9a0c-960b109089bb,,9º al 12º GRADO,English Language Arts,"['9', '10', '11', '12']",Standard Grouping
db6e5ee8-bb38-4e68-afa8-d6966de3ca48,ASP.K-1.CTXT.N4-6,"Hacia el final de cada nivel de desempeño lingüístico, con los apoyos apropiados, los estudiantes bi/multilingües podrán…Reconocer, reaccionar y hacer ajustes al lenguaje (incluyendo gestos y expresiones) durante intercambios…Para precisar ideas y detalles.",English Language Arts,"['K', '1']",Other
08ac701f-b91a-4617-8ed6-5d4fe325b9a9,,Estándar 1 del Marco DALE: El lenguaje para socializar y aprender (DALE-SA),English Language Arts,"['K', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']",Standard Grouping
19baf73b-28c7-4b7e-9f42-e175b32ac751,DALE-CS.1.argumentar.interpretativo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interpretar argumentos para...
* identificar temas
* seleccionar información que pueda ser usada como evidencia para apoyar una afirmación
* evaluar fuentes usando las distinciones entre hechos y opiniones
* profundizar sobre los beneficios y las dificultades en la toma de decisiones personales
* reconocer cambios en las costumbres, tradiciones y formas de vida en su entorno circundante",English Language Arts,['1'],Standard
57e6ff1d-a959-4b5f-a98d-bc97256abedb,DALE-AL.K.informar.interpretativo,"Por medio de su repertorio lingüístico y utilizando artefactos
multimodales, los estudiantes bi/multilingües podrán interpretar relatos para...
*comprender temas entextos multimodales
* examinar detalles y hechos
* identificar elementos detextos multimodales
* distinguir atributos ycaracterísticas familiares
* reconocer las ideas ydetalles del autor entextos multimodalesbilingües y/omulticulturales
* averiguar detallesde fuentes bilingüesy/o multimodales",English Language Arts,['K'],Standard
b5b13de4-e698-49cb-a46d-adbde7d61d05,DALE-SA.9-12.argumentar.expresivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán expresar argumentos para...
* afirmar o contradecir diferentes puntos de vista o perspectivas
* presentar conclusiones basadas en evidencia
* afirmar o desafiar opiniones, premisas o interpretaciones
* editar la presentación de ideas basadas en retroalimentación y en criterios establecidos
* documentar los cambios en el pensamiento, identificando concesiones
* integrar nueva evidencia en afirmaciones y presentación de razonamientos",English Language Arts,"['9', '10', '11', '12']",Standard
f1deafd7-2c28-46cf-bce0-0166e589145b,DALE-CS.2-3.explicar.expresivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán expresar explicaciones para...
* introducir fenómenos, entidades o eventos
* describir componentes, orden, causas o procesos
* ilustrar posibles razones de acontecimientos o eventos
* reseñar conceptos curriculares e ideas asociadas a una pregunta convincente
* expandir ideas o temas relevantes o de mayor impacto a la vida real
* responder a preguntas relacionadas con hechos sociales o culturales",English Language Arts,"['2', '3']",Standard
a89e00ec-9ee4-4360-9437-5c06c724ca05,DALE-CN.9-12.argumentar.interpretativo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interpretar argumentos para...
* reconocer temas/ fenómenos en episodios científicos actuales o históricos
* identificar posturas según datos y evidencias
* detectar tonos en textos o comentarios
* distinguir relaciones lógicas entre razonamientos, evidencias, datos y/o modelos
* clasificar evidencia de múltiples fuentes
* discernir patrones, semejanzas y diversidad científica",English Language Arts,"['9', '10', '11', '12']",Standard
1484faed-1b96-4811-a2cc-36ad4955c118,DALE-AL.6-8.relatar.interactivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interactuar con otros (personas y medios) sobre relatos para...
* articular el contexto y el punto de vista para la audiencia
* crear personajes y sus relaciones
* proponer historias, avanzar tramas y los temas con complicaciones y resoluciones, secuencias de tiempo y eventos
* proponer lenguaje para involucrar y adaptarse a la audiencia
* describir un sentido de lugar y la personalidad de los personajes
* determinar ideas o secuencias de eventos para crear cohesión y aclarar relaciones entre ideas y conceptos",English Language Arts,"['6', '7', '8']",Standard
e1cc47aa-7b51-46d4-b1ed-c6e7ed6a1e44,CD.K-1.ORA.N2,"Hacia el final de cada nivel de desempeño lingüístico, con los apoyos apropiados, los estudiantes bi/multilingües podrán…Entender y demostrar cómo se crean, conectan y extienden mensajes (orales, escritos y multimodales) a través de…Oraciones simples con uso de convenciones familiares.",English Language Arts,"['K', '1']",Other
57aa0375-5526-467a-a41c-731db9d112ba,DALE-AL.1.informar.expresivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán expresar información para...
* introducir y definir temasprincipales
* describir atributos ycaracterísticas con hechosy definiciones
* reseñar detalles clave detemas y/o entidades
* seleccionar palabras segúnel tema o la disciplina
* declarar conclusiones abase de la información derecursos digitales
* resumir la relación entrepersonas, acontecimientosoideas en un texto",English Language Arts,['1'],Standard
4e683311-9e33-45eb-b679-2c01ee25411d,,2º y 3<sup>er</sup> GRADO,English Language Arts,"['2', '3']",Standard Grouping
7c657037-459c-49aa-98fa-95917d7caf05,DALE-CN.K.informar.expresivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán expresar información para...
* introducir conceptos o fenómenos
* proveer detalles acerca de fenómenos
* resumir de qué se trata un texto científico
* describir el efecto de variables
* comunicar los resultados de investigaciones científicas
* presentar datos científicos que describen su entorno circundante",English Language Arts,['K'],Standard
1ebf7072-f652-4f91-a1f6-57d2b5f34598,DALE-AL.2-3.informar.expresivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán expresar información para...
* introducir y definir temas y/o entidades a la audiencia específica
* definir y describir temas y/o entidades detalladamente
* desarrollar coherencia y cohesión en textos
* resumir ideas, conocimientos y conceptos provenientes de diversas fuentes
* describir de manera explícita las relaciones entre acontecimientos, ideas o conceptos
en textos
* comunicar procedimientos o procesos",English Language Arts,"['2', '3']",Standard
bc60b870-787a-44d5-8c90-bee3244d96a4,DALE-MA.6-8.argumentar.interactivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interactuar con otros (personas y medios) sobre argumentos para...
* acordar conjeturas usando definiciones y resultados previamente establecidos
* establecer relaciones lógicas a través del análisis de múltiples casos
* justificar conclusiones con evidencia y datos matemáticos
* criticar y evaluar las afirmaciones de otros
* resumir el uso estratégico de recursos matemáticos
* comprobar la regularidad en razonamientos repetitivos",English Language Arts,"['6', '7', '8']",Standard
6fe24f78-7b87-41e4-b522-99a6daf126af,DALE-SA.K.informar.expresivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán expresar información para...
* delinear estrategias para localizar información
* comunicar mensajes mediante el uso de diferentes tecnologías
* definir objetos y conceptos
* describir características, patrones o comportamientos
* resumir ideas
* demostrar experiencias de aprendizaje",English Language Arts,['K'],Standard
06fa730e-1a04-4a02-80de-d76c738504d4,DALE-SA.1.informar.expresivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán expresar información para...
* especificar cómo utilizar la tecnología para demostrar su aprendizaje en diferentes maneras
* describir sus necesidades personales y buscar soluciones a estas mismas
* definir y clasificar objetos o conceptos
* representar características, patrones o comportamientos
* resumir las ideas de otros
* reseñar experiencias de aprendizaje",English Language Arts,['1'],Standard
e96548a8-e7a3-401a-aaf4-e9c73881b741,ASP.K-1.CTXT.N2-4,"Hacia el final de cada nivel de desempeño lingüístico, con los apoyos apropiados, los estudiantes bi/multilingües podrán…Reconocer, reaccionar y hacer ajustes al lenguaje (incluyendo gestos y expresiones) durante intercambios…Para aclarar ideas y detalles.",English Language Arts,"['K', '1']",Other
70fed367-85c0-4f37-9b49-0afead177e1f,DALE-AL.4-5.informar.interactivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interactuar con otros (personas y medios) sobre información para...
* desarrollar el tema y/o la entidad del texto
* concordar con una postura objetiva o neutral
* decidir los detalles precisos para definir, describir, comparar y clasificar temas
* remarcar la coherencia y la cohesión de ideas a través del texto
* acordar las ideas principales y detalles a incluir en mensajes multimodales
* discutir sobre recursos del lenguaje a emplear según el contexto y la audiencia",English Language Arts,"['4', '5']",Standard
41c5caa8-ec1d-4404-893f-0448b38c8b15,,Estándar 3 del Marco DALE: El lenguaje para las matemáticas (DALE-MA),English Language Arts,"['K', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']",Standard Grouping
d3e2d51f-ab87-48b3-a586-a59faefaab7b,CD.2-12.Dis.N3,"Hacia el final de cada nivel de desempeño lingüístico, con los apoyos apropiados, los estudiantes bi/multilingües podrán…Entender y demostrar cómo se crea la organización y coherencia en mensajes (orales, escritos y multimodales) a través de… Textos cortos que usan organización predecible y uso emergente de recursos cohesivos y detalles.",English Language Arts,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']",Other
e6377a67-1fba-4772-a00e-ef05d286171e,DALE-CN.K.explicar.interpretativo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interpretar explicaciones para...
* analizar fenómenos o experimentos
* observar la manera en que una serie de eventos causa que algo ocurra
* reconocer múltiples soluciones a un problema
* responder a preguntas de investigaciones sobre fenómenos
* identificar datos en gráficos
* concebir el concepto de fenómenos naturales",English Language Arts,['K'],Standard
b2a05ac2-357f-4fbd-b5ba-b2257bb8fea6,DALE-SA.9-12.relatar.interactivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interactuar con otros (personas y medios) sobre relatos para...
* inferir las dinámicas de poder
* desarrollar ideas fundamentales presentadas desde diferentes perspectivas
* compartir ideas sobre identidades, experiencias y aprendizaje previo
* plantear preguntas y respuestas sobre lo que no se explicó, faltó o no fue incluido
* reformular discursivamente y reafirmar ideas para sostener y avanzar diálogos
* consensuar soluciones a problemas y próximos pasos luego de la resolución",English Language Arts,"['9', '10', '11', '12']",Standard
68ad7981-6a92-4a9e-ae92-b348ab360b80,DALE-CN.6-8.explicar.interactivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interactuar con otros (personas y medios) sobre explicaciones para...
* discutir la validez y confiabilidad de evidencia sobre fenómenos utilizando varias fuentes
* desarrollar posturas neutrales u objetivas para comunicar resultados
* proponer relaciones entre variables en modelos o sistemas
* cuestionar evidencia e información compleja sobre fenómenos
* analizar patrones complejos en datos
* comparar causas y consecuencias en sistemas y fenómenos naturales",English Language Arts,"['6', '7', '8']",Standard
0fd39f3c-d2ea-4821-bb3b-dce3ee45cc35,DALE-SA.1.explicar.expresivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán expresar explicaciones para...
* detallar los procesos que se siguen al aprender
* representar sus emociones al resolver problemas
* compartir su pensamiento inicial sobre ideas o conceptos
* describir ciclos en diagramas, pasos en procedimientos o causas y efectos
* comparar y contrastar objetos o conceptos
* ofrecer ideas y sugerencias",English Language Arts,['1'],Standard
1e8605c7-a439-4a95-99c9-d4df2ed21d5d,DALE-CN.6-8.explicar.expresivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán expresar explicaciones para...
* presentar evidencia válida y confiable sobre fenómenos utilizando varias fuentes
* establecer posturas neutrales u objetivas al comunicar resultados
* mostrar relaciones entre variables en modelos o sistemas
* resumir evidencia e información compleja sobre fenómenos
* describir patrones complejos en datos
* establecer causas y consecuencias en sistemas y fenómenos naturales",English Language Arts,"['6', '7', '8']",Standard
9c313cb8-8265-4b85-bf69-fafd99a544b5,DALE-SA.K.informar.interpretativo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interpretar información para...
* identificar estrategias para localizar información
* determinar los mensajes mediante el uso de diferentes tecnologías
* ordenar objetos of conceptos
* distinguir características, patrones o comportamientos
* clasificar ideas
* comprender experiencias de aprendizaje",English Language Arts,['K'],Standard
e863fd13-37f0-4b79-88d3-85ce1b23d13a,DALE-MA.6-8.explicar.interpretativo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán interpretar explicaciones para...
* determinar entidades o conceptos complejos
* reflexionar sobre el razonamiento y/o uso de estrategias, incluso las multiculturales, para resolver problemas
* evaluar modelos de relaciones matemáticas
* crear soluciones a problemas del mundo real y matemáticos
* conectar perspectivas equivalentes a situaciones y representaciones matemáticas",English Language Arts,"['6', '7', '8']",Standard
8007e404-561b-48b2-bdf5-0449286d616f,DALE-CN.2-3.argumentar.expresivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán expresar argumentos para...
* introducir temas o fenómenos relacionados al mundo natural y/o el artificial
* hacer afirmaciones apoyadas de evidencia relevante
* plantear tonos neutrales
* proponer relaciones lógicas entre el razonamiento, la evidencia y/o los datos en un modelo
* presentar conclusiones sobre observaciones o experimentos
* justificar la selección de instrumentos en investigaciones",English Language Arts,"['2', '3']",Standard
f71b585f-c988-40b1-893a-338a88ff68ff,DALE-CS.9-12.explicar.expresivo,"Por medio de su repertorio lingüístico y utilizando artefactos multimodales, los estudiantes bi/multilingües podrán expresar explicaciones para...
* contextualizar múltiples fenómenos o eventos
* establecer perspectivas en diferentes comunicaciones o documentos
* presentar información relevante para apoyar declaraciones precisas y sustentadas con evidencia de múltiples fuentes
* refutar la credibilidad, certeza y relevancia de fuentes a base de perspectivas de expertos
* reportar las causas directas e indirectas de eventos o acontecimientos globales
* interrogar el impacto de documentos o artefactos comunicativos según su entendimiento
de la sociedad",English Language Arts,"['9', '10', '11', '12']",Standard
4fde72ad-045b-48a1-ab5d-5dba00dc0e1b,,Palabra o Frase,English Language Arts,"['K', '1']",Other
28a32302-659b-485c-8600-fa5d75eb8fba,DALE-AL.K.explicar.interactivo,"Por medio de su repertorio lingüístico y utilizando artefactos
multimodales, los estudiantes bi/multilingües podrán interactuar con otros (personas y medios) sobre explicaciones para...
* escoger un tema para explorar
* precisar cómo funciona u ocurre algo
* compartir sus pensamientos
* conectar detalles
* dramatizar relaciones entre personajes y eventos
* comparar identidades lingüísticas y culturales",English Language Arts,['K'],Standard
0bcd4da4-32ed-472a-938c-4f84b099fc76,CD.K-1.PF.N4,"Hacia el final de cada nivel de desempeño lingüístico, con los apoyos apropiados, los estudiantes bi/multilingües podrán…Entender y demostrar cómo se crean mensajes precisos (orales, escritos y multimodales) a través de…Palabras y frases variadas, incluyendo algunas específicas al contexto y la disciplina.",English Language Arts,"['K', '1']",Other
6ba1905b-d7cc-11e8-824f-0242ac160002,4.NF.B.4.b,"Understand a multiple of $\frac{a}{b}$ as a multiple of $\frac{1}{b}$, and use this understanding to multiply a fraction by a whole number. *For example, use a visual fraction model to express $3 \times (\frac{2}{5})$ as $6 \times (\frac{1}{5})$, recognizing this product as $\frac{6}{5}$. (In general, $n \times (\frac{a}{b}) = \frac{(n \times a)}{b}$.)*",Mathematics,['4'],Standard
6b9b1433-d7cc-11e8-824f-0242ac160002,,Operations & Algebraic Thinking,Mathematics,['1'],Standard Grouping
6b9a80dc-d7cc-11e8-824f-0242ac160002,HSA-SSE.B,Write expressions in equivalent forms to solve problems,Mathematics,"['9', '10', '11', '12']",Standard Grouping
6b9d8424-d7cc-11e8-824f-0242ac160002,8.G.A.2,"Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between them.",Mathematics,['8'],Standard
6b9f8f43-d7cc-11e8-824f-0242ac160002,HSA-REI.C.5,"Prove that, given a system of two equations in two variables, replacing one equation by the sum of that equation and a multiple of the other produces a system with the same solutions.",Mathematics,"['9', '10', '11', '12']",Standard
6b9b0bbe-d7cc-11e8-824f-0242ac160002,,Counting & Cardinality,Mathematics,['K'],Standard Grouping
6b9e7a98-d7cc-11e8-824f-0242ac160002,HSN-CN.A.3,(+) Find the conjugate of a complex number; use conjugates to find moduli and quotients of complex numbers.,Mathematics,"['9', '10', '11', '12']",Standard
6ba22e04-d7cc-11e8-824f-0242ac160002,7.SP.C.8.c,"Design and use a simulation to generate frequencies for compound events. *For example, use random digits as a simulation tool to approximate the answer to the question: If 40% of donors have type A blood, what is the probability that it will take at least 4 donors to find one with type A blood?*",Mathematics,['7'],Standard
6b9e34fb-d7cc-11e8-824f-0242ac160002,5.NBT.A.3,"Read, write, and compare decimals to thousandths.",Mathematics,['5'],Standard
6b9bb00d-d7cc-11e8-824f-0242ac160002,7.SP.A,Use random sampling to draw inferences about a population.,Mathematics,['7'],Standard Grouping
6b9bfea2-d7cc-11e8-824f-0242ac160002,4.G.A.1,"Draw points, lines, line segments, rays, angles (right, acute, obtuse), and perpendicular and parallel lines. Identify these in two-dimensional figures.",Mathematics,['4'],Standard
6b9e8364-d7cc-11e8-824f-0242ac160002,HSS-CP.A.3,"Understand the conditional probability of A given B as $\frac{P(A and B)}{P(B)}$, and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the same as the probability of B.",Mathematics,"['9', '10', '11', '12']",Standard
6ba16606-d7cc-11e8-824f-0242ac160002,HSF-LE.A.1.a,"Prove that linear functions grow by equal differences over equal intervals, and that exponential functions grow by equal factors over equal intervals.",Mathematics,"['9', '10', '11', '12']",Standard
6b9f97c6-d7cc-11e8-824f-0242ac160002,HSF-LE.B.5,Interpret the parameters in a linear or exponential function in terms of a context.,Mathematics,"['9', '10', '11', '12']",Standard
6b9c9637-d7cc-11e8-824f-0242ac160002,K.CC.A.1,Count to 100 by ones and by tens.,Mathematics,['K'],Standard
6b9ff914-d7cc-11e8-824f-0242ac160002,7.G.B.6,"Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms.",Mathematics,['7'],Standard
6ba237aa-d7cc-11e8-824f-0242ac160002,HSA-SSE.B.3.c,Use the properties of exponents to transform expressions for exponential functions. *For example the expression $1.15^{t}$ can be rewritten as ${(1.15^{\frac{1}{12}})}^{12t} \approx 1.012^{12t}$ to reveal the approximate equivalent monthly interest rate if the annual rate is 15%.*,Mathematics,"['9', '10', '11', '12']",Standard
6b9ddc4d-d7cc-11e8-824f-0242ac160002,,Grade 2,Mathematics,['2'],Standard Grouping
6b9aa5d8-d7cc-11e8-824f-0242ac160002,HSG-CO.A,Experiment with transformations in the plane,Mathematics,"['9', '10', '11', '12']",Standard Grouping
6b9da1fd-d7cc-11e8-824f-0242ac160002,HSG-C.A.2,"Identify and describe relationships among inscribed angles, radii, and chords.",Mathematics,"['9', '10', '11', '12']",Standard
6b9ecb67-d7cc-11e8-824f-0242ac160002,4.NBT.B.4,Fluently add and subtract multi-digit whole numbers using the standard algorithm.,Mathematics,['4'],Standard
6b9d484a-d7cc-11e8-824f-0242ac160002,4.MD.A.2,"Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit. Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale.",Mathematics,['4'],Standard
36000f7e-5fa9-47d1-ab6a-9cf93dc0b336,6.MP1,Make sense of problems and persevere in solving them.,Mathematics,['6'],Standard
6b9f0c6f-d7cc-11e8-824f-0242ac160002,HSF-TF.A.4,(+) Use the unit circle to explain symmetry (odd and even) and periodicity of trigonometric functions.,Mathematics,"['9', '10', '11', '12']",Standard
6ba1ff7c-d7cc-11e8-824f-0242ac160002,1.NBT.B.2.c,"*Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:* the numbers 10, 20, 30, 40, 50, 60, 70, 80, 90 refer to one, two, three, four, five, six, seven, eight, or nine tens (and 0 ones).",Mathematics,['1'],Standard
6ba0f981-d7cc-11e8-824f-0242ac160002,HSN-VM.C.9,"(+) Understand that, unlike multiplication of numbers, matrix multiplication for square matrices is not a commutative operation, but still satisfies the associative and distributive properties.",Mathematics,"['9', '10', '11', '12']",Standard
6ba103ab-d7cc-11e8-824f-0242ac160002,2.NBT.A.1.a,"*Understand that the three digits of a three-digit number represent amounts of hundreds, tens, and ones; e.g., 706 equals 7 hundreds, 0 tens, and 6 ones. Understand the following as special cases:* 100 can be thought of as a bundle of ten tens — called a ""hundred.""",Mathematics,['2'],Standard
6b9cfef5-d7cc-11e8-824f-0242ac160002,5.G.B,Classify two-dimensional figures into categories based on their properties.,Mathematics,['5'],Standard Grouping
6ba017c6-d7cc-11e8-824f-0242ac160002,HSG-SRT.C.6,"Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles.",Mathematics,"['9', '10', '11', '12']",Standard
6b9c54a3-d7cc-11e8-824f-0242ac160002,HSA-CED.A.1,"Create equations and inequalities in one variable and use them to solve problems. Include equations arising from linear and quadratic functions, and simple rational and exponential functions.",Mathematics,"['9', '10', '11', '12']",Standard
